,Rent Price,Address,Location,Number of Bed,Number of Bath,Living Area (ft^2),Land Area (ft^2)
4803,184 900,"220, Montée Gagnon",Bois-Des-Filion,2,1+1,577,1217
4806,309 000,"3166, rue Pauline",Sorel-Tracy,3,1+1,1600,22693
4807,479 000,"1624, chemin des Lacs",St-Faustin-Lac-Carré,4,2,1600,3484800
4808,490 000,"3520, place Marcelle-Ferron",Trois-Rivières (Trois-Rivières),12,6,1600,12372
4809,359 000,"574, rue Jacques-Cartier",Boucherville,3,2+1,1275,4180
4810,199 900,"296, rue Grillon",St-Paul,3,1+1,875,6894
4811,240 000,"4599, rue Noël",Terrebonne (La Plaine),3,2+1,1075,1957
4812,160 000,"2-120, rue Saint-Jude Sud",Granby,2,1,1023,3167
4813,629 000,"3740, rue Saint-Pierre Ouest",St-Hyacinthe,2,2+1,2339,12442
4814,234 900,"1247, rue Bersimis",St-Jean-Chrysostome,3,1+1,936,5445
4815,399 900,"1139, chemin Denison Est",Shefford,5,23,3218,24934
4816,309 000,"1839, boulevard Anne-le-Seigneur",Chambly,3,1+1,1252,2500
4817,399 000,"292, rue Tarrant",Magog,3,2,1400,9240
4818,198 900,"3148, 7e Avenue",Rawdon,3,1+1,896,7000
4819,199 500,"827, rue Labrie",Baie-Comeau,3,2,896,6660
4820,559 000,"181, rue Olivier-Morel",Carignan,5,2+1,2583,10652
4821,485 000,"186, rue de la Rivelaine",ND-De-L'Ile-Perrot,3,1+1,1900,6173
4822,495 000,"2489, rue Pilote",Chomedey,3,1+1,1900,3227
4823,245 000,"161, rue des Coudriers",Victoriaville,3,1+1,1900,6500
4824,88 000,"75, chemin Taché-Est",St-Marcel-De-L'Islet,6,1+2,1344,18405
4825,169 000,"4, rue Mercier",Montpellier,1,1,1120,24417
4826,365 000,"70, rue des Amélanchiers",Bromont,3,2+1,1423,5772
4827,135 000,"1263, rue de l'Aigle",Shawinigan (Grand-Mère),4,1+1,1332,8867
4828,374 300,"4570, rue Pierre-Dugal",Cap-Rouge,5,2,930,6000
4829,649 000,"16, chemin Fernand",St-Michel-Des-Saints,5,2+1,3114,55811
4830,228 900,"2430, rue Chevaudier",L'Assomption,4,2+1,1558,3003
4831,279 500,"493, rang des Dussault",St-Sebastien,4,1+1,2035,32289
4832,474 000,"175, chemin de la Rivière",Val-Des-Bois,4,2,1476,156816
4834,250 000,"248, rue des Fauvettes",Stoke,4,2,1151,31811
4835,225 000,"234, chemin de la Presque'Île",Stoneham,2,1,1154,26500
4836,244 900,"54, rue des Mésanges",Ste-Brigitte-De-Laval,3,1+1,1420,3265
4837,155 000,"1233, route Principale",Ste-Anne-Du-Sault,3,1+1,880,42820
4838,95 000,"579, chemin du Lac-Manitou",Ivry-Sur-Le-Lac,2,1,2230,70159
4839,349 900,"35, rue du Duché",Gatineau (Gatineau),2,1+1,1800,6905
4840,183 000,"5, avenue de l'Église",Rouyn-Noranda,3,1,544,7500
4841,49 000,"4903, chemin Saint-Éloi",Jonquière (Jonquière),3,1,544,32292
4842,289 000,"1651, rue du Quotidien",Lévis,3,1+1,1408,4085
4843,714 000,"3, rue de Lourmarin",Blainville,4,3+1,3081,10247
4844,438 000,"28, impasse des Vents",Gatineau (Gatineau),4,3+1,1724,5812
4845,87 000,"3, chemin Verville",Pierreville,2,1+1,770,4800
4846,669 500,"364, chemin Périgny",L'Anse-St-Jean,4,2,2542,4350511
4847,479 000,"110, chemin du Pin-Rouge",Marieville,4,2,1950,53000
4848,295 000,"3405, rue des Élèves",Val-Bélair,3,2+1,1950,5000
4850,600 000,"251, chemin Waterhouse",Sutton,4,3,2618,241137
4851,250 000,"216-717, boulevard Taché Ouest",Montmagny,2,1+1,2618,54972
4853,150 000,"1-2-3-4-3170, boulevard Bécancour",Bécancour (Gentilly),8,4,1680,15392
4854,425 000,"1035, rue de Mérida",Auteuil,5,2,1162,6478
4855,387 000,"453, rue Pierre-Villeray",Ste-Rose,2,1+1,1306,3414
4856,249 000,"34, chemin du Lac Earl",Montcalm,3,2,855,22661
4857,614 900,"5132, rue Cherrier",Chomedey,4,2+1,855,3882
4858,68 000,"163, route de la Station",Ste-Justine,3,1,1085,208548
4859,284 000,"1320, rue Lévesque",Charlesbourg,4,2,916,9757
4860,146 000,"1311, Route 169",Métabetchouan-Lac-à-la-Croix,3,1+1,1680,16000
4861,195 000,"802, 3e Rue",La Baie,4,2+1,1517,6500
4862,369 900,"607-4974, rue Lionel-Groulx",St-Augustin-De-Desmaures,3,1+1,1555,12232
4866,207 900,"78, rue Boilard",Fossambault-Sur-Le-Lac,3,1+1,1937,13502
4867,230 000,"14148, boulevard Valcartier",Loretteville,3,1+1,1088,2346
4868,115 000,"246, chemin du Marquis",Luskville,3,1+1,1088,44994
4869,379 000,"202, rue Bryant",Sherbrooke (Jacques-Cartier),4,3,1987,12763
4870,549 000,"400, place Orchard",St-Bruno-De-Montarville,4,2,2010,10839
4871,419 900,"1189, rue Breux",Chambly,4,2+1,1448,8116
4872,387 500,"1933, avenue de la Famille",Ste-Foy,3,1+1,1575,5387
4873,231 500,"2119, rue Notre-Dame Ouest",Victoriaville,3,1+1,1575,46950
4874,574 900,"32-34-36, rue Saint-Florent",Pont-Viau,7,4+1,1575,4500
4875,410 000,"23, rue des Girolles",Blainville,3,1+1,1729,5601
4876,389 500,"27, rue de la Charente",Blainville,3,1+1,1141,7125
4877,325 000,"220, chemin du Lac-Tortue",St-David-de-Falardeau,3,2+1,2048,34000
4878,254 900,"16185, avenue Alexandre-Campbell",St-Hyacinthe,3,1+2,1080,4596
4879,319 000,"191, rue de l'Hôtel-de-Ville",Vaudreuil-Dorion,2,2,1888,5000
4880,129 900,"5, rue Hamel",Pont-Rouge,2,1,1614,6813
4882,275 000,"4898, avenue de Thorigny",Charlesbourg,3,2+1,980,2102
4883,249 700,"14, rue Saint-Pierre",Gatineau (Masson-Angers),4,2,980,6200
4884,349 900,"275-277, rue Édouard-Drouin",St-Jérôme (St-Jérôme),3,2+1,1100,5420
4885,795 000,"289, chemin de la Montagne",Piedmont,6,4,1100,25000
4886,325 000,"71, rue Gouin",Granby,4,1+2,1584,6597
4887,222 000,"1591, rue Collin",Val-Bélair,3,1,1000,10000
4888,80 000,"451-3, chemin des Méandres",St-Sauveur,3,1,1000,53427
4889,599 000,"998, rue Roger-Doucet",Boucherville,4,2+1,1419,4844
4890,254 000,"613, rue des Artisans",St-Lin-Laurentides,4,2+1,1160,5581
4891,769 000,"5, rue du Grand Héron",Fossambault-Sur-Le-Lac,3,2,2800,35000
4892,449 000,"108, chemin de la Sève",Rigaud,3,2+1,1855,35000
4893,375 000,"791, route 321",Papineauville,2,2,1329,4168692
4895,210 000,"44, route 341",St-Roch-De-L'Achigan,2,2,1329,138000
4896,369 900,"907, 8e Avenue",Fabreville,2,1,785,9000
4897,423 000,"580, 4e Avenue",St-Jean-sur-Richelieu (Iberville),5,3,2445,6900
4898,299 900,"10, rue du Totem",Gatineau (Aylmer),4,2,4989,4989
4901,132 900,"462, rue Casault",Rimouski (Rimouski),3,1+1,2383,3060
4902,288 900,"1953, boulevard Anne-le-Seigneur",Chambly,3,1+1,1350,2390
4903,214 900,"6931, rang Saint-Vincent",Mirabel (St-Benoit),2,1+1,1250,16720
4905,239 500,"18, rue Suzie",Victoriaville,2,1+1,2345,11550
4907,254 500,"67, rue Odette-Pinard",Beauport,4,2,1014,5530
4908,359 000,"210, rue du Pavillon",St-Colomban,3,1,1325,32302
4909,118 000,"21, Rue Du Marché",Roxton Falls,3,1,1325,7268
4910,325 000,"72, rue Ménard",Shefford,4,2,1380,80331
4911,104 900,"2390, rue de Matane-sur-Mer",Matane,2,1+1,1635,8107
4912,525 500,"2006, rue de Renaix",Vimont,4,2+1,1840,4100
4913,149 000,"700, chemin Lanaudière",St-Didace,4,1,1681,81433
4914,525 000,"488, rue Lamontagne",St-Jérôme (Bellefeuille),2,1+2,2615,20694
4915,238 000,"915, chemin des Bouleaux",Nominingue,2,1,900,340669
4916,559 000,"74, rue Clarence",Gatineau (Aylmer),5,2+2,900,7127
4917,125 000,"3, rue Bouffard",Victoriaville,2,1,900,6929
4918,282 000,"6, rue Daudet",Lévis,4,2,1140,7001
4919,259 000,"205, rue Kerouac",Coaticook,3,2,1134,10742
4920,349 900,"2133, rue du Lotus",St-Jérôme (Bellefeuille),3,1+1,1869,5846
4921,333 000,"26, 4e Rang Nord",Hébertville-Station,5,1+1,2352,110000
4922,399 900,"13826-28, rue Denis",Mirabel (St-Janvier),3,2,2733,8659
4923,300 000,"2741, chemin Sainte-Marie",Mascouche,3,1+1,1155,7650
4924,557 000,"9, montée Oudart",Blainville,6,3+1,3383,11684
4925,237 500,"144, rue Bourque",St-Marc-Des-Carrieres,3,1,1096,16146
4926,264 900,"406, rue Ascah",Farnham,4,1+1,1186,10749
4927,290 000,"19, rue de Blainville",Gatineau (Gatineau),4,2+1,1118,6811
4928,238 000,"483, rue de Sainte-Maxime",Gatineau (Gatineau),3,2,980,4486
4929,410 000,"89, chemin des Faucons",Stoneham,3,2,1440,13621
4930,1 494 000,"104, chemin de l'Ile",L'Ile-Cadieux,3,2,3178,21482
4931,265 000,"327, rue de la Normandie",Rimouski (Rimouski),4,1+1,1317,7271
4932,112 900,"100, chemin Lessard",Hébertville,4,1+1,1317,61566
4933,190 000,"33, chemin du Domaine-des-Deux-Lacs",Lac-Du-Cerf,2,1+1,952,229007
4934,495 000,"356, rue Louis Truchon",Terrebonne (Lachenaie),5,2+1,1900,5500
4935,291 900,"9, rue des Frênes",Ste-Brigide-D'Iberville,4,1+1,1035,5489
4936,258 000,"151, rue des Iles",St-Lambert-De-Lauzon,3,1+1,1000,7650
4937,269 000,"21, rue Lauréat-Bélanger",Beauport,4,2+1,1029,6440
4939,345 000,"570, rue la Madelon",Lebourgneuf,4,2,1120,9000
4940,45 000,"556, chemin du Progrès",Chute-St-Philippe,4,2,1120,41289
4941,264 000,"356, rue Rivard",Joliette,3,2,1446,9850
4942,127 000,"430, rue des Peupliers",Rivière-Rouge,3,1,1007,8014
4944,312 200,"1050, rue King Est",Sherbrooke (Fleurimont),2,1+1,653,20000
4945,109 000,"1022, rue Desgagné",St-Félicien,2,1,1630,4736
4946,209 600,"441, avenue de la Seigneurie",Louiseville,3,1+1,1568,10333
4947,299 000,"64, rue de la Baronne",Stoke,4,2,1092,67000
4948,129 000,"830, Rue Nio",Chicoutimi (Chicoutimi),2,1,650,3900
4949,448 000,"830, rue Saint-Alexandre",Longueuil (Vieux-Longueuil),3,2+1,1480,2174
4950,449 900,"33, chemin de la Baie-Quesnel",Rigaud,5,2+1,1650,30110
4951,495 000,"495, rue Dufferin",Stanstead,4,2+2,3200,39772
4952,"0,65","00, chemin des Ormes",La Conception,4,2+2,3200,522720
4953,"0,35","00, chemin des Peupliers",La Conception,4,2+2,3200,1829520
4954,275 000,"250, rue Saint-Henri",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),2,1,1646,7717
4955,475 000,"130, chemin Bellevue",Eastman,2,1+1,2500,675180
4956,369 900,"35, rue Georges",Gatineau (Masson-Angers),3,1+1,1698,11667
4957,259 700,"819, chemin de la Croix",Ste-Adèle,3,2,1785,26195
4958,278 500,"1297, rue Henri-Louis-Beaudoin",St-Rédempteur,4,2,1028,6617
4959,198 500,"11, chemin Frank-Corrigan",Stoneham,3,1,805,9199
4960,325 000,"180, boulevard Auger Ouest",Alma,6,3,2309,10000
4961,236 500,"495, rue de Pointe-Gatineau",Gatineau (Gatineau),3,2,1200,7771
4962,189 900,"280, avenue de la Ballade",Chertsey,3,1,1088,34000
4963,119 000,"2371, chemin du Portage-des-Roches Sud",Chicoutimi (Laterrière),2,1,2218,11546
4964,269 900,"490, rue Principale",St-Amable,5,2+1,1400,3000
4965,319 000,"90, chemin des Cèdres",Rigaud,3,2,1200,31298
4966,245 000,"50, rang du Lac",Matane,4,1+1,2056,254151
4967,349 000,"16, 121e Avenue",St-Hippolyte,3,2+1,1790,60000
4968,290 000,"524, rue du Pré-Vert",Neuville,4,2,1560,46200
4969,229 000,"536, chemin des Cimes",St-Sauveur,3,2+1,600,696
4970,385 000,"341, rue Sigmund-Freud",Vimont,5,2+1,1438,3358
4971,439 000,"200, avenue Giroux",Laval-Des-Rapides,4,3,1139,5400
4972,99 000,"1435, boulevard Maisonneuve",St-Jérôme (Bellefeuille),4,3,1139,7166
4974,395 000,"560, rue Gilbert",St-Denis-De-Brompton,3,2,2008,40332
4975,549 000,"223, rue de l'Église",Rosemère,3,2+2,3000,15000
4976,320 000,"12240, rue de la Gauchetière",Pointe-Aux-Trembles / Montréal-Est,4,2+2,3000,2175
4977,168 000,"1988, route du Domaine",St-Raymond,3,1,1344,16782
4978,239 000,"1260, rue Repentigny",Sherbrooke (Fleurimont),2,2,1344,6400
4980,174 500,"102-1115, boulevard du Tricentenaire",Pointe-Aux-Trembles / Montréal-Est,2,1,932,9407
4982,375 000,"1829, rue d'Annecy",St-Jérôme (Bellefeuille),4,2+1,1752,8987
4983,200 000,"2600, rue Ricard",Trois-Rivières (Pointe-Du-Lac),3,1+1,1345,6900
4984,170 000,"74, rue Mathieu",Drummondville (Drummondville),3,2,1320,5000
4985,499 000,"305-3537, chemin Saint-Louis",Ste-Foy,3,2,1345,1010
4986,484 000,"3232, rue de Montreux",Ste-Foy,4,3,3609,8800
4987,650 000,"748, rue des Cheminots",Mont-St-Hilaire,3,2,2210,13254
4988,315 000,"30, rue du Chevalier",Blainville,3,2,1250,5425
4989,225 000,"545, 1re Avenue",St-Malachie,5,1+1,1996,117600
4990,389 000,"1992, chemin Saint-Antoine",La Baie,4,2+1,2000,33400
4991,329 500,"137, chemin de la Plage-aux-Sables",Chambord,2,2+1,2000,20500
4992,359 900,"2805, Rue du Marechal",Drummondville (Drummondville),5,2,1436,11509
4993,600 000,"212, rue Maurice-Barthe",Loretteville,3,2+1,1700,20000
4994,279 900,"505, route Cox",Bonaventure,4,1+1,2850,65892
4995,460 000,"301-540, rue de Bagot",Bromont,3,1,1185,11840
4996,240 000,"242, chemin du Lac-Noir Sud",St-Marcellin,2,1+1,1140,23898
4997,229 000,"29, rue Lachapelle",Gatineau (Gatineau),3,1,950,5400
4999,420 000,"1, chemin de la Tour",Saint-Gédéon,4,2+1,1792,12295
5000,275 000,"454, montée Jackson",Hemmingford,2,1,1507,32308
5001,915 000,"3465, chemin Hemming",Drummondville (St-Charles-De-Drummond),5,1+1,2732,33563
5002,379 000,"3234, rue Adrien-Drolet",Ste-Foy,3,1+1,1104,2996
5003,230 000,"145, rue Larochelle",St-Narcisse-De-Beaurivage,2,1+1,1350,17524
5004,578 000,"5895, rue de Prince-Rupert",Auteuil,3,2,2738,21088
5005,459 000,"33, rue Saint-Marcel",Ste-Marguerite-Du-Lac-Masson,4,2,1762,43451
5006,217 000,"27, rue du Drakkar",Gatineau (Gatineau),3,1+1,1320,3229
5007,179 000,"115, rue Galarneau",St-Pacôme,3,2,1242,3319
5008,347 000,"125, rue Fraser",Montcalm,2,1,1139,2600
5009,665 000,"4370, rue Bellerose",Montchatel,5,2+1,2580,8720
5011,235 000,"1225, rue Veilleux",St-Rédempteur,4,2,1350,7015
5014,"170 719,88","2540, rue du Ménestrel - Par les Habitations André Lemaire",Drummondville (Drummondville),2,1,884,4200
5015,232 000,"387, rue Brousseau",Beloeil,4,1,1276,6020
5016,149 000,"22, chemin du Ruisseau",Ste-Thérèse-De-La-Gatineau,2,1,900,88318
5017,219 000,"898, chemin Flamingo",St-Adolphe-D'Howard,2,2,864,22927
5018,329 999,"293, rue Bordeleau",Magog,3,1,1535,41724
5019,306 000,"260, rue Savard",St-Honore-De-Chicoutimi,3,2,1279,9975
5020,559 000,"12311, avenue Léopold-Houle",Rivière des Prairies,4,2,1279,4966
5021,189 000,"375, rue Hériot",Drummondville (Drummondville),5,3+2,1279,4531
5022,109 995,"6326, boulevard Saint-Anne",L'Ange-Gardien,1,1,867,8208
5023,279 000,"18, chemin du Versant",Petite-Rivière-St-François,4,3+1,1440,33000
5024,688 000,"27, rue Champêtre",Ste-Anne-Des-Plaines,4,2+1,4000,35484
5025,375 000,"35, chemin du Domaine-Garceau",St-Donat,3,2,1087,7542
5026,424 750,"64-66-68, avenue Richardson",Lachine,9,3,1087,2526
5027,375 000,"1431, chemin du Barrage",Shawinigan (St-Jean-Des-Piles),1,1,1087,27674
5028,489 000,"54, chemin de la Petite-Suisse",Morin-Heights,4,2,1440,21300
5029,399 000,"39, rue Josime-Pelletier",Mercier,3,2+1,2024,5763
5030,475 000,"4155, chemin du Lac Sophie",Alma,3,1+2,1930,56280
5031,270 000,"2274, rue Chateaubriand",Ste-Foy,3,1,920,7500
5032,142 000,"1385, chemin du Lac",St-Boniface,3,1,1291,72753
5033,395 000,"3, chemin Simard",Bolton-Est,2,1,600,102709
5034,320 000,"130, chemin du Lac-Bataille",Val-Des-Monts (Perkins),3,2,1000,21055
5035,165 000,"760, 4e Rue",St-Jean-sur-Richelieu (Iberville),3,1,978,4751
5036,485 000,"5020, rue de la Source",St-Côme,4,1,875,132205
5037,178 400,"4605, boulevard Rigaud",Trois-Rivières (Trois-Rivières-Ouest),4,1+1,1248,4238
5038,169 000,"30, rue Benoit",St-Jean-De-Matha,3,1,1500,20000
5039,359 000,"97, rue Saint-Paul",Vieux-Québec,1,1,1500,938
5040,139 000,"119, rue Larocque",Cowansville,3,1,1042,6000
5042,254 900,"105-154, 54 Avenue Est",Blainville,2,1,1320,4284
5043,350 000,"157, rue Sainte-Hélène",Saint-Roch,4,3,1320,3500
5044,495 000,"588-592, rue Goyette",Longueuil (Vieux-Longueuil),9,3,1320,4980
5045,245 000,"45, avenue du Parc",Amqui,8,3,1320,9700
5046,212 900,"5, Terrasse Groulx",Granby,3,1,972,8684
5047,269 500,"70, rue Desjardins",Victoriaville,14,4,972,11359
5049,190 000,"72, rue Mayrand",Sacré-Coeur,4,2,960,7999
5050,399 999,"4, impasse du Colonel",Cantley,4,2+1,1800,76230
5052,242 000,"1399, rue des Tourmalines",Lévis,3,1,816,6134
5053,294 000,"18, rue Bon-Air",Ste-Catherine-de-la-JC,3,1+1,1010,52452
5054,175 000,"2117, rue des Riverains",St-Augustin-De-Desmaures,1,1+1,1010,4965
5055,248 500,"26, rue de Port-Daniel",Gatineau (Gatineau),4,2,970,360
5057,335 000,"182, rue de Beethoven",Vaudreuil-Dorion,3,2+1,1381,2470
5058,195 000,"3-1138, rue Saint-Paul",L'Ancienne-Lorette,3,1,1134,1875
5059,289 000,"852, rue Joseph-Babin",Boucherville,3,1+1,1130,6000
5060,1 299 600,"2219, chemin de Bélair",Val-Bélair,2,2,2087,1078099
5061,320 000,"18, rue Pleau",Pont-Rouge,4,1+2,1568,8240
5062,261 000,"1, 5e avenue Lapierre",Ste-Beatrix,3,2+1,2455,33834
5063,32 000,"PL20, rang Sainte-Marie",St-Ferréol-les-Neiges,3,2+1,2455,32313
5064,267 500,"3672, rue Saint-Georges",Lévis,4,2,1204,6600
5065,137 500,"57-15, Chemin de la Grande-Ligne",Granby,3,1,1204,6624
5066,325 000,"102, rue du Parc",Shannon,3,2,1152,32000
5068,187 000,"40, rue de la Visitation",Lévis,3,1,1047,4189
5070,424 000,"1523, chemin de la Gare",Val-Morin,4,1,2747,24004
5072,339 900,"1627, chemin des Patriotes",Richelieu,4,2,1121,11000
5073,329 000,"180, rue Saint-Saens Ouest",Auteuil,3,1,1004,7138
5076,275 700,"1743, chemin du Haut-Fossambault",St-Augustin-De-Desmaures,2,2,1096,31713
5078,1 595 000,"438, rang de l'Acadie",St-Antoine-sur-Richelieu,3,2,1096,3680180
5079,249 000,"3865, rue Grignon",Sherbrooke (Rock Forest),3,2,1020,7200
5080,259 900,"1435, rue d'Auvergne",Chicoutimi (Chicoutimi),3,2,1064,7200
5081,175 000,"7-1130, boulevard Pie-XI Sud",Val-Bélair,3,1,1150,2264
5082,729 000,"1561, chemin du Versant-Sud",Ste-Adèle,5,2+1,3772,35325
5083,239 900,"200, terrasse Jacques-Léonard",Pointe-Aux-Trembles / Montréal-Est,3,1+1,955,3608
5084,259 000,"57, rue Hébert",St-Sauveur,3,2,1352,5310
5087,475 000,"578-580, rue Lindsay",Drummondville (Drummondville),3,2,1352,8950
5088,189 000,"3834, rue Côté",Jonquière (Shipshaw),5,2,1040,7307
5089,360 000,"9360, rue Georges-Guilbault",Mirabel (St-Augustin),4,2,1010,8482
5090,384 900,"1097, rue Fillion",Sherbrooke (Rock Forest),3,2+1,1590,6064
5091,375 000,"3, route 235",Ange-Gardien-de-Rouville,3,2,1584,53819
5092,245 000,"226, rue du Boisé",St-Gilles,3,2,936,30000
5093,275 000,"45, 63e Avenue",St-Paul-De-L'Ile-Aux-Noix,4,2+1,936,28176
5094,325 000,"246, route du Président-Kennedy",Scott,5,2+1,2398,10958
5095,434 900,"658, rue du Charpentier",Bromont,3,2+1,1750,8919
5097,314 000,"32, rue Lesage",Cantley,4,2,1175,48903
5098,639 000,"7873, chemin de Dundee Centre",Ste-Agnes-De-Dundee,2,1+1,750,1840090
5099,239 000,"14, rue du Domaine-Champêtre",Windsor,3,1+2,1920,8641
5101,199 900,"40, rue Dameg",L'Ange-Gardien,3,1+1,1120,5914
5102,24 000,"1, rue Rolland",Ste-Adèle,3,1+1,1120,43000
5103,329 000,"82, rue Cochand",Ste-Marguerite-Du-Lac-Masson,3,2+1,2600,142000
5104,2 000 000,"3475, boulevard Henri-Bourassa Est",Montréal-Nord,21,16,2600,5381
5105,229 000,"1415, boulevard Mercure",Drummondville (Drummondville),2,1+1,2100,8151
5106,315 000,"1398, rue du Faubourg",Ste-Adèle,4,2+1,1960,11352
5107,125 000,"10, rue Bérard",St-Mathias-sur-Richelieu,4,2+1,1960,7315
5108,229 900,"305-1525, rue Monseigneur-Plessis",Vanier,3,1,1222,1307
5109,386 000,"5200, chemin Saint-Roch",Sorel-Tracy,4,2+1,1434,16000
5111,289 000,"1012, rue Monette",Prévost,3,2,1301,40107
5113,212 000,"484, rue des Cèdres",Ste-Anne-Des-Plaines,3,1+1,740,5000
5114,350 000,"1, rue San Diego",Grenville-sur-la-Rouge,2,1+1,1664,30000
5115,267 900,"9579, rue Bellerive",Mercier / Hochelaga / Maisonneuve,2,1,1100,2600
5116,575 000,"450, chemin du Fleuve",Coteau-Du-Lac,3,2,1850,19729
5117,249 900,"32, rue Clémenceau",Repentigny (Repentigny),4,2,1148,5330
5118,179 000,"401-2205, chemin d'Oka",Deux-Montagnes,2,1,849,23680
5119,204 900,"2816, rue des Alouettes",Vaudreuil-Dorion,2,1,953,10000
5120,83 000,"91, rue Chouinard",Pointe-Lebel,2,1+1,744,18201
5121,289 000,"373, rue René-Boileau",St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),3,1+1,1420,3300
5122,275 000,"884, rue du Saguenay",Terrebonne (Lachenaie),4,1,1204,6322
5123,310 000,"3080, rue Walter",Ste-Julienne,3,2+1,2500,27500
5124,485 900,"219, rue Louis-Voghel",Mont-St-Hilaire,3,2,1500,6462
5125,429 900,"72, rue du Val-Simon",Morin-Heights,3,3+1,2500,44624
5127,584 000,"3142, chemin de Covey Hill",Franklin,4,2,3000,352800
5128,65 000,"125, rue des Gardénias",Ste-Marguerite-Du-Lac-Masson,4,2,3000,56477
5129,249 000,"219, rue Charest",St-Janvier-De-Joly,3,1,1450,16000
5130,314 900,"567, rue du Clos-Micot",Prévost,5,1+1,1500,10000
5132,199 900,"4072, rue Monseigneur-Bégin",Jonquière (Jonquière),4,2,1215,6502
5133,229 000,"4383, rue Magloire",Sherbrooke (Rock Forest),3,2,768,7500
5134,225 000,"1230, avenue de Cassiopée",Bécancour (Gentilly),4,2,1593,11040
5135,540 000,"301, rue des Lilas Est",Limoilou,11,5,1593,4950
5136,525 000,"1445-1449, rue des Étamines",Duberger,3,1,975,6285
5137,359 000,"524, rue Lemieux",Granby,5,2,2214,56101
5138,185 000,"1684, rue Gendron",Mont-Joli,4,2,1112,6975
5139,259 700,"2395, 1ere Avenue",Notre-Dame-des-Pins,4,2,1075,7500
5140,135 000,"440, chemin du Lac-Mandeville",Mandeville,3,2,1105,27855
5141,557 000,"6732, chemin Philippe-Gadoury",St-Damien,3,2,1510,22244
5142,178 000,"50, rue Gatineau",Trois-Rivières (Cap-De-La-Madeleine),3,1+1,1141,6175
5143,729 000,"504, rue de Bruyère",Repentigny (Repentigny),4,4+1,3756,9239
5145,115 000,"121, rue Labbé",Ile d'Orléans (St-Francois),2,2,1000,25415
5146,329 900,"338, rue des Ducs",St-Sauveur,2,2+1,1370,7228
5147,470 000,"10, chemin du haut des Éboulements",Les Éboulements,4,2+1,2150,32500
5148,237 000,"352, rue Georges-Henri-Lévesque",Rimouski (Rimouski),3,2,950,10168
